gene_id,gene_symbol,chr,gene_length
gene_17542,SYK,chr9,5552
gene_17543,SYMPK,chr19,8577
gene_17544,SYN1,chrX,4271
gene_17545,SYN2,chr3,6089
gene_17546,SYN3,chr22,3472
gene_17547,SYNCRIP,chr6,14027
gene_17548,SYNC,chr1,3493
gene_17549,SYNE1,chr6,41149
gene_17550,SYNE2,chr14,28563
gene_17551,SYNGAP1,chr6,6655
gene_17552,SYNGR1,chr22,5357
gene_17553,SYNGR2,chr17,2905
gene_17554,SYNGR3,chr16,2051
gene_17555,SYNGR4,chr19,1015
gene_17556,SYNJ1,chr21,7426
gene_17557,SYNJ2BP,chr14,7060
gene_17558,SYNJ2,chr6,9961
gene_17559,SYNM,chr15,13574
gene_17560,SYNPO2L,chr10,5040
gene_17561,SYNPO2,chr4,19377
gene_17562,SYNPO,chr5,10611
gene_17563,SYNPR,chr3,3020
gene_17564,SYNRG,chr17,13907
gene_17565,SYPL1,chr7,2541
gene_17566,SYPL2,chr1,4853
gene_17567,SYP,chrX,2433
gene_17568,SYS1-DBNDD2,chr20,1344
gene_17569,SYS1,chr20,5686
gene_17570,SYT10,chr12,3466
gene_17571,SYT11,chr1,5280
gene_17572,SYT12,chr11,3718
gene_17573,SYT13,chr11,5375
gene_17574,SYT14L,chr4,2628
gene_17575,SYT14,chr1,5645
gene_17576,SYT15,chr10,6276
gene_17577,SYT16,chr14,4246
gene_17578,SYT17,chr16,4450
gene_17579,SYT1,chr12,5553
gene_17580,SYT2,chr1,7908
gene_17581,SYT3,chr19,3789
gene_17582,SYT4,chr18,5014
gene_17583,SYT5,chr19,3079
gene_17584,SYT6,chr1,4593
gene_17585,SYT7,chr11,6532
gene_17586,SYT8,chr11,2620
gene_17587,SYT9,chr11,4730
gene_17588,SYTL1,chr1,5306
gene_17589,SYTL2,chr11,9491
gene_17590,SYTL3,chr6,3461
gene_17591,SYTL4,chrX,8285
gene_17592,SYTL5,chrX,4883
gene_17593,SYVN1,chr11,3222
gene_17594,TAAR1,chr6,1020
gene_17595,TAAR2,chr6,2000
gene_17596,TAAR5,chr6,1147
gene_17597,TAAR6,chr6,1038
gene_17598,TAAR8,chr6,1029
gene_17599,TAAR9,,
gene_17600,TAB1,chr22,6168
gene_17601,TAB2,chr6,4935
gene_17602,TAB3,chrX,6952
gene_17603,TAC1,chr7,1188
gene_17604,TAC3,chr12,1291
gene_17605,TAC4,chr17,882
gene_17606,TACC1,chr8,11348
gene_17607,TACC2,chr10,13179
gene_17608,TACC3,chr4,3590
gene_17609,TACO1,chr17,1469
gene_17610,TACR1,chr2,5190
gene_17611,TACR2,chr10,2777
gene_17612,TACR3,chr4,1753
gene_17613,TACSTD2,chr1,2072
gene_17614,TADA1,chr1,4467
gene_17615,TADA2A,chr17,2348
gene_17616,TADA2B,chr4,4397
gene_17617,TADA3,chr3,5499
gene_17618,TAF10,chr11,817
gene_17619,TAF11,chr6,1562
gene_17620,TAF12,chr1,2073
gene_17621,TAF13,chr1,577
gene_17622,TAF15,chr17,2400
gene_17623,TAF1A,chr1,2803
gene_17624,TAF1B,chr2,3115
gene_17625,TAF1C,chr16,5157
gene_17626,TAF1D,chr11,2067
gene_17627,TAF1L,chr9,6216
gene_17628,TAF1,chrX,9406
gene_17629,TAF2,chr8,5020
gene_17630,TAF3,chr10,3298
gene_17631,TAF4B,chr18,5023
gene_17632,TAF4,chr20,4628
gene_17633,TAF5L,chr1,6840
gene_17634,TAF5,chr10,3268
gene_17635,TAF6L,chr11,2972
gene_17636,TAF6,chr7,3629
gene_17637,TAF7L,chrX,2797
gene_17638,TAF7,chr5,2295
gene_17639,TAF8,chr6,5914
gene_17640,TAF9B,chrX,2689
gene_17641,TAF9,chr5,2630
gene_17642,TAGAP,chr6,4020
gene_17643,TAGLN2,chr1,2627
gene_17644,TAGLN3,chr3,2391
gene_17645,TAGLN,chr11,3612
gene_17646,TAL1,chr1,5507
gene_17647,TAL2,chr9,648
gene_17648,TALDO1,chr11,2281
gene_17649,TANC1,chr2,10109
gene_17650,TANC2,chr17,15456
gene_17651,TANK,chr2,2454
gene_17652,TAOK1,chr17,16626
gene_17653,TAOK2,chr16,10088
gene_17654,TAOK3,chr12,6124
gene_17655,TAP1,chr6,3116
gene_17656,TAP2,chr6,10954
gene_17657,TAPBPL,chr12,3192
gene_17658,TAPBP,chr6,6211
gene_17659,TAPT1,chr4,5863
gene_17660,TARBP1,chr1,5130
gene_17661,TARBP2,chr12,2996
gene_17662,TARDBP,chr1,4217
gene_17663,TARM1,chr19,897
gene_17664,TARP,chr7,3630
gene_17665,TARS2,chr1,2942
gene_17666,TARSL2,chr15,3553
gene_17667,TARS,chr5,3365
gene_17668,TAS1R1,chr1,2795
gene_17669,TAS1R2,chr1,2521
gene_17670,TAS1R3,chr1,2559
gene_17671,TAS2R10,chr12,924
gene_17672,TAS2R13,chr12,1637
gene_17673,TAS2R14,chr12,954
gene_17674,TAS2R16,chr7,996
gene_17675,TAS2R19,chr12,900
gene_17676,TAS2R1,chr5,1355
gene_17677,TAS2R20,chr12,1914
gene_17678,TAS2R30,chr12,960
gene_17679,TAS2R31,chr12,1021
gene_17680,TAS2R38,chr7,1143
gene_17681,TAS2R39,chr7,1017
gene_17682,TAS2R3,chr7,1101
gene_17683,TAS2R40,chr7,972
gene_17684,TAS2R41,chr7,924
gene_17685,TAS2R42,chr12,945
gene_17686,TAS2R43,chr12,1027
gene_17687,TAS2R46,chr12,930
gene_17688,TAS2R4,chr7,900
gene_17689,TAS2R50,chr12,1000
gene_17690,TAS2R5,chr7,1150
gene_17691,TAS2R60,chr7,957
gene_17692,TAS2R7,chr12,1096
gene_17693,TAS2R8,chr12,930
gene_17694,TAS2R9,chr12,1075
gene_17695,TASP1,chr20,3469
gene_17696,TATDN1,chr8,1148
gene_17697,TATDN2,chr3,6452
gene_17698,TATDN3,chr1,4665
gene_17699,TAT,chr16,4684
gene_17700,TAX1BP1,chr7,3714
gene_17701,TAX1BP3,chr17,3135
gene_17702,TAZ,chrX,2451
gene_17703,TBC1D10A,chr22,2118
gene_17704,TBC1D10B,chr16,4300
gene_17705,TBC1D10C,chr11,1873
gene_17706,TBC1D12,chr10,5749
gene_17707,TBC1D13,chr9,3879
gene_17708,TBC1D14,chr4,5545
gene_17709,TBC1D15,chr12,5957
gene_17710,TBC1D16,chr17,11575
gene_17711,TBC1D17,chr19,3153
gene_17712,TBC1D19,chr4,2607
gene_17713,TBC1D1,chr4,7449
gene_17714,TBC1D20,chr20,5854
gene_17715,TBC1D21,chr15,1208
gene_17716,TBC1D22A,chr22,5027
gene_17717,TBC1D22B,chr6,4195
gene_17718,TBC1D23,chr3,4211
gene_17719,TBC1D24,chr16,7462
gene_17720,TBC1D25,chrX,4664
gene_17721,TBC1D26,chr17,3009
gene_17722,TBC1D28,chr17,1978
gene_17723,TBC1D29,chr17,1210
gene_17724,TBC1D2B,chr15,11120
gene_17725,TBC1D2,chr9,3883
gene_17726,TBC1D3B,chr17,2114
gene_17727,TBC1D3C,chr17,2115
gene_17728,TBC1D3G,chr17,4344
gene_17729,TBC1D3H,chr17,6153
gene_17730,TBC1D3P2,chr17,2172
gene_17731,TBC1D3,chr17,8424
gene_17732,TBC1D4,chr13,6495
gene_17733,TBC1D5,chr3,9309
gene_17734,TBC1D7,chr6,6369
gene_17735,TBC1D8B,chrX,9215
gene_17736,TBC1D8,chr2,5237
gene_17737,TBC1D9B,chr5,9329
gene_17738,TBC1D9,chr4,5486
gene_17739,TBCA,chr5,2783
gene_17740,TBCB,chr19,1475
gene_17741,TBCCD1,chr3,3150
gene_17742,TBCC,chr6,1651
gene_17743,TBCD,chr17,6449
gene_17744,TBCEL,chr11,4513
gene_17745,TBCE,chr1,2574
gene_17746,TBCK,chr4,4408
gene_17747,TBK1,chr12,3087
gene_17748,TBKBP1,chr17,4134
gene_17749,TBL1XR1,chr3,6810
gene_17750,TBL1X,chrX,6816
gene_17751,TBL1Y,chrY,2541
gene_17752,TBL2,chr7,3554
gene_17753,TBL3,chr16,4189
gene_17754,TBPL1,chr6,1889
gene_17755,TBPL2,chr14,1295
gene_17756,TBP,chr6,2698
gene_17757,TBR1,chr2,3379
gene_17758,TBRG1,chr11,5399
gene_17759,TBRG4,chr7,4801
gene_17760,TBX10,chr11,1548
gene_17761,TBX15,chr1,3594
gene_17762,TBX18,chr6,6501
gene_17763,TBX19,chr1,3110
gene_17764,TBX1,chr22,2804
gene_17765,TBX20,chr7,1824
gene_17766,TBX21,chr17,2572
gene_17767,TBX22,chrX,2734
gene_17768,TBX2,chr17,8145
gene_17769,TBX3,chr12,5974
gene_17770,TBX4,chr17,5033
gene_17771,TBX5,chr12,4657
gene_17772,TBX6,chr16,3314
gene_17773,TBXA2R,chr19,3369
gene_17774,TBXAS1,chr7,4319
gene_17775,TC2N,chr14,5439
gene_17776,TCAM1P,chr17,3317
gene_17777,TCAP,chr17,963
gene_17778,TCEA1,chr8,3153
gene_17779,TCEA2,chr20,5063
gene_17780,TCEA3,chr1,1957
gene_17781,TCEAL1,chrX,1348
gene_17782,TCEAL2,chrX,1101
gene_17783,TCEAL3,chrX,1278
gene_17784,TCEAL4,chrX,2553
gene_17785,TCEAL5,chrX,1166
gene_17786,TCEAL6,chrX,1532
gene_17787,TCEAL7,chrX,1184
gene_17788,TCEAL8,chrX,1212
gene_17789,TCEANC,chrX,2352
gene_17790,TCEB1,chr8,2512
gene_17791,TCEB2,chr16,1290
gene_17792,TCEB3B,chr18,3046
gene_17793,TCEB3C,chr18,1877
gene_17794,TCEB3,chr1,4943
gene_17795,TCERG1L,chr10,5257
gene_17796,TCERG1,chr5,4390
gene_17797,TCF12,chr15,6447
gene_17798,TCF15,chr20,1227
gene_17799,TCF19,chr6,3871
gene_17800,TCF20,chr22,7407
gene_17801,TCF21,chr6,3751
gene_17802,TCF23,chr2,786
gene_17803,TCF25,chr16,3090
gene_17804,TCF3,chr19,8930
gene_17805,TCF4,chr18,17726
gene_17806,TCF7L1,chr2,2918
gene_17807,TCF7L2,chr10,5570
gene_17808,TCF7,chr5,9713
gene_17809,TCFL5,chr20,4725
gene_17810,TCHHL1,chr1,3603
gene_17811,TCHH,chr1,7236
gene_17812,TCHP,chr12,3770
gene_17813,TCIRG1,chr11,3492
gene_17814,TCL1A,chr14,1669
gene_17815,TCL1B,chr14,5259
gene_17816,TCL6,chr14,9327
gene_17817,TCN1,chr11,1567
gene_17818,TCN2,chr22,2161
gene_17819,TCOF1,chr5,6077
gene_17820,TCP10L2,chr6,2185
gene_17821,TCP10L,chr21,2697
gene_17822,TCP10,chr6,5733
gene_17823,TCP11L1,chr11,5744
gene_17824,TCP11L2,chr12,5881
gene_17825,TCP11,chr6,2260
gene_17826,TCP1,chr6,3319
gene_17827,TCTA,chr3,2147
gene_17828,TCTE1,chr6,1683
gene_17829,TCTE3,chr6,747
gene_17830,TCTEX1D1,chr1,2394
gene_17831,TCTEX1D2,chr3,679
gene_17832,TCTEX1D4,chr1,1264
gene_17833,TCTN1,chr12,4767
gene_17834,TCTN2,chr12,3105
gene_17835,TCTN3,chr10,3841
gene_17836,TDGF1,chr3,2192
gene_17837,TDGF3,chrX,2710
gene_17838,TDG,chr12,4156
gene_17839,TDH,chr8,2100
gene_17840,TDO2,chr4,1703
gene_17841,TDP1,chr14,5723
gene_17842,TDP2,chr6,2315
gene_17843,TDRD10,chr1,3230
gene_17844,TDRD12,chr19,4046
gene_17845,TDRD1,chr10,6453
gene_17846,TDRD3,chr13,4090
gene_17847,TDRD5,chr1,4797
gene_17848,TDRD6,chr6,8977
gene_17849,TDRD7,chr9,4181
gene_17850,TDRD9,chr14,5027
gene_17851,TDRG1,chr6,1085
gene_17852,TDRKH,chr1,4533
gene_17853,TEAD1,chr11,10877
gene_17854,TEAD2,chr19,3241
gene_17855,TEAD3,chr6,4929
gene_17856,TEAD4,chr12,2254
gene_17857,TECPR1,chr7,6255
gene_17858,TECPR2,chr14,9679
gene_17859,TECRL,chr4,3123
gene_17860,TECR,chr19,1514
gene_17861,TECTA,chr11,6468
gene_17862,TECTB,chr10,990
gene_17863,TEC,chr4,3620
gene_17864,TEDDM1,chr1,2500
gene_17865,TEF,chr22,4996
gene_17866,TEKT1,chr17,1413
gene_17867,TEKT2,chr1,2013
gene_17868,TEKT3,chr17,1784
gene_17869,TEKT4,chr2,2229
gene_17870,TEKT5,chr16,1609
gene_17871,TEK,chr9,5506
gene_17872,TELO2,chr16,3664
gene_17873,TENC1,chr12,7624
gene_17874,TEP1,chr14,13149
gene_17875,TEPP,chr16,1686
gene_17876,TERC,chr3,451
gene_17877,TERF1,chr8,3036
gene_17878,TERF2IP,chr16,2178
gene_17879,TERF2,chr16,3404
gene_17880,TERT,chr5,4715
gene_17881,TESC,chr12,1086
gene_17882,TESK1,chr9,2516
gene_17883,TESK2,chr1,3585
gene_17884,TES,chr7,3983
gene_17885,TET1,chr10,9672
gene_17886,TET2,chr4,20418
gene_17887,TET3,chr2,11743
gene_17888,TEX101,chr19,1739
gene_17889,TEX10,chr9,4645
gene_17890,TEX11,chrX,3291
gene_17891,TEX12,chr11,1245
gene_17892,TEX13A,chrX,2644
gene_17893,TEX13B,chrX,1248
gene_17894,TEX14,chr17,5198
gene_17895,TEX15,chr8,10112
gene_17896,TEX19,chr17,1936
gene_17897,TEX261,chr2,3431
gene_17898,TEX264,chr3,1996
gene_17899,TEX28,chrX,1771
gene_17900,TEX2,chr17,5486
gene_17901,TEX9,chr15,5634
gene_17902,TFAMP1,chr7,2223
gene_17903,TFAM,chr10,5369
gene_17904,TFAP2A,chr6,6199
gene_17905,TFAP2B,chr6,5770
gene_17906,TFAP2C,chr20,2972
gene_17907,TFAP2D,chr6,2169
gene_17908,TFAP2E,chr1,2187
gene_17909,TFAP4,chr16,2140
gene_17910,TFB1M,chr6,3050
gene_17911,TFB2M,chr1,1786
gene_17912,TFCP2L1,chr2,9286
gene_17913,TFCP2,chr12,5428
gene_17914,TFDP1,chr13,3859
gene_17915,TFDP2,chr3,10285
gene_17916,TFDP3,chrX,1680
gene_17917,TFE3,chrX,3941
gene_17918,TFEB,chr6,6120
gene_17919,TFEC,chr7,9291
gene_17920,TFF1,chr21,492
gene_17921,TFF2,chr21,707
gene_17922,TFF3,chr21,1054
gene_17923,TFG,chr3,2432
gene_17924,TFIP11,chr22,3686
gene_17925,TFPI2,chr7,2689
gene_17926,TFPI,chr2,4172
gene_17927,TFPT,chr19,1524
gene_17928,TFR2,chr7,4408
gene_17929,TFRC,chr3,5343
gene_17930,TF,chr3,4806
gene_17931,TGDS,chr13,1902
gene_17932,TGFA,chr2,5218
gene_17933,TGFB1I1,chr16,1866
gene_17934,TGFB1,chr19,2200
gene_17935,TGFB2,chr1,12713
gene_17936,TGFB3,chr14,3610
gene_17937,TGFBI,chr5,3816
gene_17938,TGFBR1,chr9,6804
gene_17939,TGFBR2,chr3,5064
gene_17940,TGFBR3,chr1,8188
gene_17941,TGFBRAP1,chr2,3957
gene_17942,TGIF1,chr18,5308
gene_17943,TGIF2LX,chrX,847
gene_17944,TGIF2LY,chrY,861
gene_17945,TGIF2,chr20,3722
gene_17946,TGM1,chr14,3005
gene_17947,TGM2,chr20,7675
gene_17948,TGM3,chr20,2677
gene_17949,TGM4,chr3,4481
gene_17950,TGM5,chr15,3348
gene_17951,TGM6,chr20,2292
gene_17952,TGM7,chr15,2312
gene_17953,TGOLN2,chr2,17967
gene_17954,TGS1,chr8,3756
gene_17955,TG,chr8,8780
gene_17956,TH1L,chr20,3062
gene_17957,THADA,chr2,13452
gene_17958,THAP10,chr15,2047
gene_17959,THAP11,chr16,1886
gene_17960,THAP1,chr8,2167
gene_17961,THAP2,chr12,4840
gene_17962,THAP3,chr1,3140
gene_17963,THAP4,chr2,2318
gene_17964,THAP5,chr7,3661
gene_17965,THAP6,chr4,6589
gene_17966,THAP7,chr22,1352
gene_17967,THAP8,chr19,2220
gene_17968,THAP9,chr4,7064
gene_17969,THBD,chr20,4032
gene_17970,THBS1,chr15,6277
gene_17971,THBS2,chr6,5809
gene_17972,THBS3,chr1,4734
gene_17973,THBS4,chr5,3220
gene_17974,THEG,chr19,1326
gene_17975,THEM4,chr1,5403
gene_17976,THEM5,chr1,1146
gene_17977,THEMIS,chr6,4492
gene_17978,THG1L,chr5,1380
gene_17979,THNSL1,chr10,3770
gene_17980,THNSL2,chr2,6124
gene_17981,THOC1,chr18,3749
gene_17982,THOC2,chrX,8476
gene_17983,THOC3,chr5,1951
gene_17984,THOC4,chr17,1097
gene_17985,THOC5,chr22,2962
gene_17986,THOC6,chr16,1751
gene_17987,THOC7,chr3,1008
gene_17988,THOP1,chr19,3858
gene_17989,THPO,chr3,5608
gene_17990,THRAP3,chr1,4680
gene_17991,THRA,chr17,4408
gene_17992,THRB,chr3,9017
gene_17993,THRSP,chr11,1180
gene_17994,THSD1P1,,
gene_17995,THSD1,chr13,3347
gene_17996,THSD4,chr15,15490
gene_17997,THSD7A,chr7,10711
gene_17998,THSD7B,chr2,6804
gene_17999,THTPA,chr14,6271
gene_18000,THUMPD1,chr16,7848
gene_18001,THUMPD2,chr2,3026
gene_18002,THUMPD3,chr3,4075
gene_18003,THY1,chr11,2397
gene_18004,THYN1,chr11,1908
gene_18005,TH,chr11,2019
gene_18006,TIA1,chr2,5720
gene_18007,TIAF1,chr17,2089
gene_18008,TIAL1,chr10,5140
gene_18009,TIAM1,chr21,8332
gene_18010,TIAM2,chr6,8074
gene_18011,TICAM1,chr19,2722
gene_18012,TICAM2,chr5,3057
gene_18013,TIE1,chr1,7551
gene_18014,TIFAB,chr5,1273
gene_18015,TIFA,chr4,3073
gene_18016,TIGD1,chr2,2505
gene_18017,TIGD2,chr4,2085
gene_18018,TIGD3,chr11,1966
gene_18019,TIGD4,chr4,2472
gene_18020,TIGD5,chr8,2412
gene_18021,TIGD6,chr5,4682
gene_18022,TIGD7,chr16,3430
gene_18023,TIGIT,chr3,3647
gene_18024,TIMD4,chr5,1528
gene_18025,TIMELESS,chr12,5291
gene_18026,TIMM10,chr11,674
gene_18027,TIMM13,chr19,1956
gene_18028,TIMM16,chr16,584
gene_18029,TIMM17A,chr1,1659
gene_18030,TIMM17B,chrX,1100
gene_18031,TIMM22,chr17,1673
gene_18032,TIMM44,chr19,2189
gene_18033,TIMM50,chr19,3973
gene_18034,TIMM8A,chrX,1806
gene_18035,TIMM8B,chr11,1140
gene_18036,TIMM9,chr14,1078
gene_18037,TIMP1,chrX,3249
gene_18038,TIMP2,chr17,4118
gene_18039,TIMP3,chr22,5486
gene_18040,TIMP4,chr3,1633
gene_18041,TINAGL1,chr1,3470
gene_18042,TINAG,chr6,3548
gene_18043,TINF2,chr14,3838
gene_18044,TIPARP,chr3,4530
gene_18045,TIPIN,chr15,1363
gene_18046,TIPRL,chr1,3219
gene_18047,TIRAP,chr11,4189
gene_18048,TJAP1,chr6,8198
gene_18049,TJP1,chr15,7589
gene_18050,TJP2,chr9,10224
gene_18051,TJP3,chr19,3440
gene_18052,TK1,chr17,1595
gene_18053,TK2,chr16,6050
gene_18054,TKTL1,chrX,3117
gene_18055,TKTL2,chr4,2801
gene_18056,TKT,chr3,3687
gene_18057,TLCD1,chr17,1197
gene_18058,TLE1,chr9,6792
gene_18059,TLE2,chr19,3841
gene_18060,TLE3,chr15,6930
gene_18061,TLE4,chr9,5273
gene_18062,TLE6,chr19,2090
gene_18063,TLK1,chr2,8643
gene_18064,TLK2,chr17,5936
gene_18065,TLL1,chr4,7965
gene_18066,TLL2,chr10,6861
gene_18067,TLN1,chr9,9397
gene_18068,TLN2,chr15,15261
gene_18069,TLR10,chr4,7307
gene_18070,TLR1,chr4,2851
gene_18071,TLR2,chr4,3819
gene_18072,TLR3,chr4,5201
gene_18073,TLR4,chr9,5781
gene_18074,TLR5,chr1,4361
gene_18075,TLR6,chr4,5887
gene_18076,TLR7,chrX,4992
gene_18077,TLR8,chrX,4353
gene_18078,TLR9,chr3,4831
gene_18079,TLX1NB,chr10,1882
gene_18080,TLX1,chr10,3229
gene_18081,TLX2,chr2,2577
gene_18082,TLX3,chr5,1493
gene_18083,TM2D1,chr1,1250
gene_18084,TM2D2,chr8,4209
gene_18085,TM2D3,chr15,3343
gene_18086,TM4SF18,chr3,4119
gene_18087,TM4SF19,chr3,1225
gene_18088,TM4SF1,chr3,4806
gene_18089,TM4SF20,chr2,2294
gene_18090,TM4SF4,chr3,1607
gene_18091,TM4SF5,chr17,708
gene_18092,TM6SF1,chr15,2001
gene_18093,TM6SF2,chr19,1483
gene_18094,TM7SF2,chr11,2565
gene_18095,TM7SF3,chr12,4343
gene_18096,TM7SF4,chr8,2822
gene_18097,TM9SF1,chr14,4959
gene_18098,TM9SF2,chr13,3515
gene_18099,TM9SF3,chr10,6140
gene_18100,TM9SF4,chr20,4528
gene_18101,TMBIM1,chr2,3035
gene_18102,TMBIM4,chr12,2039
gene_18103,TMBIM6,chr12,4176
gene_18104,TMC1,chr9,3821
gene_18105,TMC2,chr20,4090
gene_18106,TMC3,chr15,3820
gene_18107,TMC4,chr19,3212
gene_18108,TMC5,chr16,6703
gene_18109,TMC6,chr17,6354
gene_18110,TMC7,chr16,5836
gene_18111,TMC8,chr17,6763
gene_18112,TMCC1,chr3,7092
gene_18113,TMCC2,chr1,8313
gene_18114,TMCC3,chr12,6002
gene_18115,TMCO1,chr1,5649
gene_18116,TMCO2,chr1,741
gene_18117,TMCO3,chr13,3393
gene_18118,TMCO4,chr1,4451
gene_18119,TMCO5A,chr15,2523
gene_18120,TMCO6,chr5,3640
gene_18121,TMCO7,chr16,5720
gene_18122,TMED10P1,chr8,4033
gene_18123,TMED10,chr14,4628
gene_18124,TMED1,chr19,1357
gene_18125,TMED2,chr12,2126
gene_18126,TMED3,chr15,2096
gene_18127,TMED4,chr7,2853
gene_18128,TMED5,chr1,6185
gene_18129,TMED6,chr16,940
gene_18130,TMED7-TICAM2,chr5,6183
gene_18131,TMED7,chr5,4242
gene_18132,TMED8,chr14,2928
gene_18133,TMED9,chr5,1393
gene_18134,TMEFF1,chr9,2486
gene_18135,TMEFF2,chr2,6180
gene_18136,TMEM100,chr17,2499
gene_18137,TMEM101,chr17,1603
gene_18138,TMEM102,chr17,2309
gene_18139,TMEM104,chr17,5885
gene_18140,TMEM105,chr17,3319
gene_18141,TMEM106A,chr17,3073
gene_18142,TMEM106B,chr7,6514
gene_18143,TMEM106C,chr12,1759
gene_18144,TMEM107,chr17,4068
gene_18145,TMEM108,chr3,7456
gene_18146,TMEM109,chr11,2388
gene_18147,TMEM110,chr3,4736
gene_18148,TMEM111,chr3,2221
gene_18149,TMEM114,chr16,644
gene_18150,TMEM115,chr3,2095
gene_18151,TMEM116,chr12,2831
gene_18152,TMEM117,chr12,2697
gene_18153,TMEM119,chr12,2701
gene_18154,TMEM11,chr17,1688
gene_18155,TMEM120A,chr7,2531
gene_18156,TMEM120B,chr12,7510
gene_18157,TMEM121,chr14,1519
gene_18158,TMEM123,chr11,3590
gene_18159,TMEM125,chr1,1994
gene_18160,TMEM126A,chr11,818
gene_18161,TMEM126B,chr11,3278
gene_18162,TMEM127,chr2,4945
gene_18163,TMEM128,chr4,7453
gene_18164,TMEM129,chr4,3025
gene_18165,TMEM130,chr7,4876
gene_18166,TMEM131,chr2,10431
gene_18167,TMEM132A,chr11,8081
gene_18168,TMEM132B,chr12,12233
gene_18169,TMEM132C,chr12,4947
gene_18170,TMEM132D,chr12,7281
gene_18171,TMEM132E,chr17,4369
gene_18172,TMEM133,chr11,1856
gene_18173,TMEM134,chr11,2342
gene_18174,TMEM135,chr11,9948
gene_18175,TMEM136,chr11,8372
gene_18176,TMEM138,chr11,2653
gene_18177,TMEM139,chr7,2253
gene_18178,TMEM140,chr7,2055
gene_18179,TMEM141,chr9,974
gene_18180,TMEM143,chr19,5007
gene_18181,TMEM144,chr4,3318
gene_18182,TMEM145,chr19,1779
gene_18183,TMEM146,chr19,3036
gene_18184,TMEM147,chr19,1253
gene_18185,TMEM149,chr19,2877
gene_18186,TMEM14A,chr6,1014
gene_18187,TMEM14B,chr6,2294
gene_18188,TMEM14C,chr6,1935
gene_18189,TMEM14E,chr3,1293
gene_18190,TMEM150A,chr2,2802
gene_18191,TMEM150B,chr19,1852
gene_18192,TMEM150C,chr4,2083
gene_18193,TMEM151A,chr11,2530
gene_18194,TMEM151B,chr6,5906
gene_18195,TMEM154,chr4,3216
gene_18196,TMEM155,chr4,2316
gene_18197,TMEM156,chr4,1962
gene_18198,TMEM158,chr3,1859
gene_18199,TMEM159,chr16,2309
gene_18200,TMEM160,chr19,655
gene_18201,TMEM161A,chr19,1827
gene_18202,TMEM161B,chr5,3175
gene_18203,TMEM163,chr2,2135
gene_18204,TMEM164,chrX,5708
gene_18205,TMEM165,chr4,2078
gene_18206,TMEM167A,chr5,4587
gene_18207,TMEM167B,chr1,2750
gene_18208,TMEM168,chr7,4042
gene_18209,TMEM169,chr2,3679
gene_18210,TMEM170A,chr16,9143
gene_18211,TMEM170B,chr6,8413
gene_18212,TMEM171,chr5,1543
gene_18213,TMEM173,chr5,2175
gene_18214,TMEM174,chr5,1758
gene_18215,TMEM175,chr4,4216
gene_18216,TMEM176A,chr7,1038
gene_18217,TMEM176B,chr7,1995
gene_18218,TMEM177,chr2,5019
gene_18219,TMEM178,chr2,2729
gene_18220,TMEM179B,chr11,1043
gene_18221,TMEM179,chr14,1623
gene_18222,TMEM17,chr2,4200
gene_18223,TMEM180,chr10,3528
gene_18224,TMEM181,chr6,6671
gene_18225,TMEM182,chr2,3987
gene_18226,TMEM183A,chr1,2837
gene_18227,TMEM184A,chr7,7778
gene_18228,TMEM184B,chr22,4101
gene_18229,TMEM184C,chr4,2973
gene_18230,TMEM185A,chrX,3094
gene_18231,TMEM185B,chr2,5938
gene_18232,TMEM186,chr16,1448
gene_18233,TMEM187,chrX,1667
gene_18234,TMEM188,chr16,2097
gene_18235,TMEM189-UBE2V1,chr20,2918
gene_18236,TMEM189,chr20,2599
gene_18237,TMEM18,chr2,2525
gene_18238,TMEM190,chr19,593
gene_18239,TMEM191A,chr22,1958
gene_18240,TMEM192,chr4,4495
gene_18241,TMEM194A,chr12,5691
gene_18242,TMEM194B,chr2,3942
gene_18243,TMEM195,chr7,2475
gene_18244,TMEM196,chr7,3463
gene_18245,TMEM198,chr2,2969
gene_18246,TMEM199,chr17,1449
gene_18247,TMEM19,chr12,5608
gene_18248,TMEM200A,chr6,5592
gene_18249,TMEM200B,chr1,2616
gene_18250,TMEM200C,chr18,1920
gene_18251,TMEM201,chr1,6746
gene_18252,TMEM202,chr15,1296
gene_18253,TMEM203,chr9,1556
gene_18254,TMEM204,chr16,2532
gene_18255,TMEM205,chr19,1881
gene_18256,TMEM206,chr1,2145
gene_18257,TMEM207,chr3,1448
gene_18258,TMEM208,chr16,957
gene_18259,TMEM209,chr7,4372
gene_18260,TMEM20,chr10,3261
gene_18261,TMEM211,chr22,507
gene_18262,TMEM212,chr3,1881
gene_18263,TMEM213,chr7,3459
gene_18264,TMEM214,chr2,3040
gene_18265,TMEM215,chr9,5383
gene_18266,TMEM216,chr11,2187
gene_18267,TMEM217,chr6,3583
gene_18268,TMEM218,chr11,5199
gene_18269,TMEM219,chr16,1430
gene_18270,TMEM220,chr17,3092
gene_18271,TMEM222,chr1,1855
gene_18272,TMEM223,chr11,937
gene_18273,TMEM225,chr11,1098
gene_18274,TMEM229A,chr7,2554
gene_18275,TMEM229B,chr14,5763
gene_18276,TMEM22,chr3,2601
gene_18277,TMEM231,chr16,3791
gene_18278,TMEM232,chr5,9097
gene_18279,TMEM233,chr12,1573
gene_18280,TMEM25,chr11,3720
gene_18281,TMEM26,chr10,8282
gene_18282,TMEM27,chrX,1578
